topic,evidence_1,evidence_2,label,acceptance_rate,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score,evidence_1_id,evidence_2_id,evidence_1_wikipedia_article_name,evidence_2_wikipedia_article_name,evidence_1_wikipedia_url,evidence_2_wikipedia_url
We should prohibit corporal punishment,"A 2003 review of available research into parental punishment concluded that ""strong evidence exists that the use of physical punishment has a number of inherent risks regarding the physical and mental health and well-being of children"" [REF].","Although some Christians use physical discipline for religious reasons, the European Commission of Human Rights rejected an application in 1982 by Swedish parents who alleged that Sweden's 1979 ban on parental physical punishment breached their right to respect for family life and religious freedom [REF].",1,0.75,PRO,CON,0.9548041820526124,0.5925745964050293,3409,3406,Corporal punishment in the home,Corporal punishment in the home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home,https://en.wikipedia.org/wiki/Corporal_punishment_in_the_home
We should prohibit hydraulic fracturing,"The majority of US citizens do not support hydraulic fracturing, regardless of party [REF].",The study concluded that fracking has seriously contaminated shallow groundwater supplies in northeast Pennsylvania with flammable methane.,2,1.0,PRO,PRO,0.5227441787719727,0.9002295136451721,2687,2714,Environmental impact of hydraulic fracturing in the United States,Hydraulic fracturing in the United States,https://en.wikipedia.org/wiki/Environmental_impact_of_hydraulic_fracturing_in_the_United_States,https://en.wikipedia.org/wiki/Hydraulic_fracturing_in_the_United_States
We should end affirmative action,Connerly believes affirmative action is a form of racism and that people can achieve success without preferential treatment in college enrollment or in employment.,"In the 2006 elections, it was also the most supportive county of proposal 2, a state constitutional amendment banning affirmative action programs.",1,0.9,PRO,PRO,0.8626871109008789,0.6778104305267334,2456,2452,Ward Connerly,"Dickinson County, Michigan",https://en.wikipedia.org/wiki/Ward_Connerly,"https://en.wikipedia.org/wiki/Dickinson_County,_Michigan"
We should end affirmative action,Opponents of affirmative action such as George Sher believe that affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications [REF].,"In Fisher v. University of Texas at Austin, the APALC submitted a brief supporting the University of Texas in preserving the use of affirmative action in admissions, saying Asian students ""benefited from exposure to a diverse student body.""",1,0.88,PRO,CON,0.5212676525115967,0.4232575595378876,2502,2477,Affirmative action,Asian Pacific American Legal Center,https://en.wikipedia.org/wiki/Affirmative_action,https://en.wikipedia.org/wiki/Asian_Pacific_American_Legal_Center
We should abolish the monarchy,"Pierre Skilling has asserted that Hergé saw monarchy as ""the legitimate form of government"", noting that democratic ""values seem underrepresented in [such] a classic Franco-Belgian strip"" [REF].","A 1999 Gallup poll found that 48% of Canadians thought Canada should have a monarch as its head of state, while 43% thought Canada should discontinue its ties with the monarchy.",2,0.89,CON,CON,0.6895995736122131,0.5679892897605896,4039,4022,The Adventures of Tintin,Debate on the monarchy in Canada,https://en.wikipedia.org/wiki/The_Adventures_of_Tintin,https://en.wikipedia.org/wiki/Debate_on_the_monarchy_in_Canada
We should further exploit hydroelectric dams,"The U.S. electric power industry now relies on large, central power stations, including coal, natural gas, nuclear, and hydropower plants that together generate more than 95% of the nation's electricity.","Following the BC provincial government's 2002 Energy Plan, publicly owned BC Hydro was forbidden from producing new sources of hydroelectricity as part of a shift to deregulate and privatize the BC electricity sector.",1,1.0,PRO,PRO,0.841411292552948,0.8562178015708923,2990,2982,Renewable energy debate,Western Canada Wilderness Committee,https://en.wikipedia.org/wiki/Renewable_energy_debate,https://en.wikipedia.org/wiki/Western_Canada_Wilderness_Committee
We should ban male infant circumcision,"The World Health Organization (WHO) said: ""Although these results demonstrate that male circumcision reduces the risk of men becoming infected with HIV, the UN agencies emphasize that it does not provide complete protection against HIV infection.","According to the Historia Augusta, the Roman emperor Hadrian issued a decree banning circumcision in the empire,[REF] and some modern scholars argue that this was a main cause of the Jewish Bar Kokhba revolt of 132 CE [REF].",1,0.63,CON,PRO,0.9538809061050416,0.6620254516601562,1830,1862,Circumcision and HIV,Circumcision and law,https://en.wikipedia.org/wiki/Circumcision_and_HIV,https://en.wikipedia.org/wiki/Circumcision_and_law
We should further exploit hydroelectric dams,"The National Electrification Law made producing hydroelectric power an absolute priority, as was standardising electricity in the country through a national transport network.",The Süreyya Bey dam and hydroelectric plant is under construction and will provide electricity and water for irrigation in the area [REF].,1,0.78,PRO,PRO,0.5711291432380676,0.3733995854854584,2977,3010,Tejo Power Station (history),Zile,https://en.wikipedia.org/wiki/Tejo_Power_Station_(history),https://en.wikipedia.org/wiki/Zile
We should further exploit hydroelectric dams,"In 2008, the state government of Arunachal Pradesh signed deals with various Indian companies planning some 42 hydroelectric schemes that will produce electricity in excess of 27,000 MW [REF].","In 1906, W.W. Van Arsdale formed the Eel River Power and Irrigation Company and contracted with the city of Ukiah for a hydroelectric generating station to increase electricity supply for the city.",1,1.0,PRO,PRO,0.6298320889472961,0.5009425878524779,3002,2980,Arunachal Pradesh,Lake Pillsbury,https://en.wikipedia.org/wiki/Arunachal_Pradesh,https://en.wikipedia.org/wiki/Lake_Pillsbury
We should adopt open source software,"In 2007 the chief information officer of the UK's National Archives stated ""We welcome open-source software because it makes our lives easier"" [REF].","Companies that offer open source software are able to establish an industry standard and, thus, gain competitive advantage .",1,0.63,PRO,PRO,0.890401303768158,0.2566991150379181,3116,3156,Digital dark age,Open-source software,https://en.wikipedia.org/wiki/Digital_dark_age,https://en.wikipedia.org/wiki/Open-source_software
Sex education should be mandatory,"Some international organizations such as Planned Parenthood consider that broad sex education programs have global benefits, such as controlling the risk of overpopulation and the advancement of women's rights (see also reproductive rights).","In fact, 88% of parents of junior high school students and 80% of parents of high school students believe that sex education in school makes it easier for them to talk to their adolescents about sex [REF].",2,0.78,PRO,PRO,0.8226025700569153,0.547029972076416,944,955,Sex education,Sex education,https://en.wikipedia.org/wiki/Sex_education,https://en.wikipedia.org/wiki/Sex_education
We should ban male infant circumcision,"Strong evidence from Africa indicates that circumcision reduces the risk of HIV infection in heterosexual men by 38-66%,[REF] and studies have concluded it is cost effective in sub-Saharan Africa [REF].","As Castellsagué (2002) said, "" .. it would not make sense to promote circumcision as a way to control cervical cancer in the United States, where Pap smears usually detect it at a treatable stage.""[REF] .",1,0.67,CON,PRO,0.9128143787384032,0.7889717221260071,1885,1853,Circumcision,Medical analysis of circumcision,https://en.wikipedia.org/wiki/Circumcision,https://en.wikipedia.org/wiki/Medical_analysis_of_circumcision
We should prohibit corporal punishment,The amendment banning corporal punishment had the support of President Chen Shui-bian and Prime Minister Frank Hsieh and was passed by a wide margin in the Legislative Yuan.,"Zeigler believed Riley should be disciplined to say ""Sir"" and ""Ma'am"" to adults, and that corporal punishment was the best means of disciplining a child.",1,0.78,PRO,CON,0.3671724200248718,0.5425704717636108,3434,3404,Corporal punishment in Taiwan,Riley Ann Sawyers,https://en.wikipedia.org/wiki/Corporal_punishment_in_Taiwan,https://en.wikipedia.org/wiki/Riley_Ann_Sawyers
We should end affirmative action,"In February 2007, Sarkozy appeared on a televised debate on TF1 where he expressed his support for affirmative action and the freedom to work overtime.","In the 2006 elections, it was also the most supportive county of proposal 2, a state constitutional amendment banning affirmative action programs.",2,0.67,CON,PRO,0.3405173122882843,0.6778104305267334,2469,2452,Nicolas Sarkozy,"Dickinson County, Michigan",https://en.wikipedia.org/wiki/Nicolas_Sarkozy,"https://en.wikipedia.org/wiki/Dickinson_County,_Michigan"
We should legalize cannabis,"A large, unselected population-based study, published in British Journal of Psychiatry (2008), examined cannabis use and prodromal symptoms of psychosis at age 15-16 years and concluded that cannabis use was associated with prodromal symptoms of psychosis in adolescence [REF].","In their commentary, NCPIC state: ""While modest use may not lead to significant neurotoxicity, these results corroborate similar findings within the animal literature and indicate that heavy daily cannabis use over protracted periods exerts harmful effects on brain tissue and mental health"" [REF].",1,0.75,CON,CON,0.9083563089370728,0.7565760612487793,854,815,Long-term effects of cannabis,Long-term effects of cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis,https://en.wikipedia.org/wiki/Long-term_effects_of_cannabis
Bullfighting should be banned,"In addition, recent studies have stated that 92% of Galicians are firmly against bullfighting, the highest rate of the country, even more than Catalonia.",The campaign to ban bullfighting in Catalonia was strongly supported by animal rights groups and gained the backing of celebrities including Ricky Gervais and Pamela Anderson [REF].,1,0.78,PRO,PRO,0.8064275979995728,0.43233337998390203,1217,1190,Galicia (Spain),Ban on bullfighting in Catalonia,https://en.wikipedia.org/wiki/Galicia_(Spain),https://en.wikipedia.org/wiki/Ban_on_bullfighting_in_Catalonia
